Traction,Swing
278470.74026667903,423057.3714718557
250869.92258313377,473795.1397100094
256552.7217284183,469108.3332452709
248506.1331647065,522744.83466878685
286652.62538375426,412309.6193159633
246732.62146845742,482983.40475426527
255734.11812142216,457953.35402933846
248441.23705272915,527273.2161008238
290573.2032014769,427315.96702608676
244805.84507161024,567351.0306953432
305784.24152053334,376915.45713254355
242681.12036203212,489257.75304772495
280752.64071523293,419155.2555926439
247621.63758549732,452005.5670001586
250673.26506798837,426724.7856476304
241341.93693890504,497758.45650791156
278290.7346897884,374529.3674103122
243497.38592906753,456167.8162304709
253603.97709544573,503281.0527302821
242165.38585466554,525656.5659160969
262311.1900720754,407602.685778616
228967.4312491731,474657.74443150096
258120.32671740558,404523.27280958777
229124.5088932429,496692.70489423425
252698.06916062348,426718.15133693966
235888.3972249726,470271.12619127124
243095.5650085289,495265.4590116342
266910.4010320991,365465.3663970531
231487.6613249114,481922.02489268815
277765.06605337694,359454.7903379703
232814.11759953605,476928.3168038052
272902.0692712541,381208.2484743589
230314.6694371035,477302.58613045875
240859.44517874037,423607.5517509965
229618.6780099071,416399.9792710049
246240.57795523125,406717.6147374225
232521.7544609249,488541.43001236155
260354.71093734732,422154.1299594126
239054.71434742148,427291.747037717
246046.83729653442,469090.1172167775
240784.00643757422,544272.868222662
267447.99912066595,400410.91374458605
239526.04984112195,415290.14908825886
242232.27457373787,448559.73049936094
247862.16184703514,452671.8499555467
235629.0339024161,523697.7910529047
266022.40198748955,433331.36606921395
237721.2201319448,482172.50821081415
260276.51288242426,416389.5657658169
243572.04736951122,474355.7578543277
240581.87251051347,520497.76660133956
270868.07603313535,389425.4322603467
231211.03485371772,496569.7334980592
270048.1942767963,389156.0256471527
231241.32664802205,447894.0603330287
249884.71388113464,476498.0408356598
241679.50916215152,519238.2185933863
268307.4578088154,440175.1865719411
240696.95323623737,511577.9248607672
263578.3830149162,422575.4572815103
231353.64173889233,501182.6970406022
268344.97760409885,376115.26739064074
